run_key,status,fold,province,block_id,equity_lambda,dmin,dexisting,candidate_count,hidden_stations,budget_k,selected_count,proposed_objective,temporal_incremental_coverage,bottom20_final_coverage,zone_jain,zone_gini,mean_service_distance_km,p95_service_distance_km,redundancy_jaccard,min_selected_pair_distance_km,heldout_temporal_demand_capture,heldout_recall_1km,heldout_recall_2km,heldout_top25_recall_2km,heldout_mean_nearest_selected_km,candidate_availability_capture_upper_bound,candidate_availability_recall_1km_upper_bound,candidate_availability_recall_2km_upper_bound,normalized_heldout_capture,normalized_heldout_recall_1km,normalized_heldout_recall_2km,marginal_evaluations,selected,swaps,local_evaluations,constraint_valid_indices,constraint_unique_indices,constraint_budget_ok,constraint_candidate_eligible,constraint_province_match,constraint_min_new_distance_ok,constraint_existing_exclusion_ok,constraint_all_ok,audited_min_new_distance_km,audited_min_existing_distance_km,runtime_seconds
equity|1|hue|0|0.5|0.25|0.5,ok,1,hue,0,0.5,0.25,0.5,56,14,3,3,0.08377808355493414,0.06511409207653296,0.06497654406071637,0.159961523541247,0.8503074038224057,2.843548614219949,11.98266998189707,0.3333333333333333,0.5164276250936046,0.023405820023531584,0.0,0.11667337649208295,0.0,17.020688951410165,0.06069681373776707,0.0684866390469188,0.11667337649208295,0.38561859481872435,0.0,1.0,66,3,0,0,True,True,True,True,True,True,True,True,0.5164276250936046,8.077693331055492,0.007017390999862982
equity|1|hue|0|0.5|0.25|1.0,ok,1,hue,0,0.5,0.25,1.0,43,14,3,3,0.08377808355493414,0.06511409207653296,0.06497654406071637,0.159961523541247,0.8503074038224057,2.843548614219949,11.98266998189707,0.3333333333333333,0.5164276250936046,0.023405820023531584,0.0,0.11667337649208295,0.0,17.020688951410165,0.06069681373776707,0.0684866390469188,0.11667337649208295,0.38561859481872435,0.0,1.0,53,3,0,0,True,True,True,True,True,True,True,True,0.5164276250936046,8.077693331055492,0.006969576000074085
equity|1|hue|0|0.5|0.5|0.25,ok,1,hue,0,0.5,0.5,0.25,58,14,3,3,0.08377808355493414,0.06511409207653296,0.06497654406071637,0.159961523541247,0.8503074038224057,2.843548614219949,11.98266998189707,0.3333333333333333,0.5164276250936046,0.023405820023531584,0.0,0.11667337649208295,0.0,17.020688951410165,0.06069681373776707,0.0684866390469188,0.11667337649208295,0.38561859481872435,0.0,1.0,65,3,0,0,True,True,True,True,True,True,True,True,0.5164276250936046,8.077693331055492,0.007260590999976557
equity|1|hue|0|0.5|0.5|0.5,ok,1,hue,0,0.5,0.5,0.5,56,14,3,3,0.08377808355493414,0.06511409207653296,0.06497654406071637,0.159961523541247,0.8503074038224057,2.843548614219949,11.98266998189707,0.3333333333333333,0.5164276250936046,0.023405820023531584,0.0,0.11667337649208295,0.0,17.020688951410165,0.06069681373776707,0.0684866390469188,0.11667337649208295,0.38561859481872435,0.0,1.0,63,3,0,0,True,True,True,True,True,True,True,True,0.5164276250936046,8.077693331055492,0.007285247000027084
equity|1|hue|0|0.5|0.5|1.0,ok,1,hue,0,0.5,0.5,1.0,43,14,3,3,0.08377808355493414,0.06511409207653296,0.06497654406071637,0.159961523541247,0.8503074038224057,2.843548614219949,11.98266998189707,0.3333333333333333,0.5164276250936046,0.023405820023531584,0.0,0.11667337649208295,0.0,17.020688951410165,0.06069681373776707,0.0684866390469188,0.11667337649208295,0.38561859481872435,0.0,1.0,50,3,0,0,True,True,True,True,True,True,True,True,0.5164276250936046,8.077693331055492,0.006406614000070476
equity|1|hue|0|0.5|1.0|0.25,ok,1,hue,0,0.5,1.0,0.25,58,14,3,3,0.08173569969354832,0.06183119095608075,0.06316056500690993,0.15992229315764817,0.8499977682715905,2.8411669794904726,11.98266998189707,0.3333333333333333,1.1537525067774947,0.06069681373776707,0.0684866390469188,0.11667337649208295,0.0,16.679241280260335,0.06069681373776707,0.0684866390469188,0.11667337649208295,1.0,1.0,1.0,60,3,0,0,True,True,True,True,True,True,True,True,1.1537525067774947,8.077693331055492,0.011865347999901132
equity|1|hue|0|0.5|1.0|0.5,ok,1,hue,0,0.5,1.0,0.5,56,14,3,3,0.08173569969354832,0.06183119095608075,0.06316056500690993,0.15992229315764817,0.8499977682715905,2.8411669794904726,11.98266998189707,0.3333333333333333,1.1537525067774947,0.06069681373776707,0.0684866390469188,0.11667337649208295,0.0,16.679241280260335,0.06069681373776707,0.0684866390469188,0.11667337649208295,1.0,1.0,1.0,58,3,0,0,True,True,True,True,True,True,True,True,1.1537525067774947,8.077693331055492,0.008479211999883773
equity|1|hue|0|0.5|1.0|1.0,ok,1,hue,0,0.5,1.0,1.0,43,14,3,3,0.08173569969354832,0.06183119095608075,0.06316056500690993,0.15992229315764817,0.8499977682715905,2.8411669794904726,11.98266998189707,0.3333333333333333,1.1537525067774947,0.06069681373776707,0.0684866390469188,0.11667337649208295,0.0,16.679241280260335,0.06069681373776707,0.0684866390469188,0.11667337649208295,1.0,1.0,1.0,45,3,0,0,True,True,True,True,True,True,True,True,1.1537525067774947,8.077693331055492,0.005912097000191352
equity|1|hue|0|1.0|0.25|0.25,ok,1,hue,0,1.0,0.25,0.25,58,14,3,3,0.10279299275730652,0.06511409207653296,0.06497654406071637,0.159961523541247,0.8503074038224057,2.843548614219949,11.98266998189707,0.3333333333333333,0.5164276250936046,0.023405820023531584,0.0,0.11667337649208295,0.0,17.020688951410165,0.06069681373776707,0.0684866390469188,0.11667337649208295,0.38561859481872435,0.0,1.0,68,3,0,0,True,True,True,True,True,True,True,True,0.5164276250936046,8.077693331055492,0.008959781000157818
equity|1|hue|0|1.0|0.25|0.5,ok,1,hue,0,1.0,0.25,0.5,56,14,3,3,0.10279299275730652,0.06511409207653296,0.06497654406071637,0.159961523541247,0.8503074038224057,2.843548614219949,11.98266998189707,0.3333333333333333,0.5164276250936046,0.023405820023531584,0.0,0.11667337649208295,0.0,17.020688951410165,0.06069681373776707,0.0684866390469188,0.11667337649208295,0.38561859481872435,0.0,1.0,66,3,0,0,True,True,True,True,True,True,True,True,0.5164276250936046,8.077693331055492,0.008050822999848606
equity|1|hue|0|1.0|0.25|1.0,ok,1,hue,0,1.0,0.25,1.0,43,14,3,3,0.10279299275730652,0.06511409207653296,0.06497654406071637,0.159961523541247,0.8503074038224057,2.843548614219949,11.98266998189707,0.3333333333333333,0.5164276250936046,0.023405820023531584,0.0,0.11667337649208295,0.0,17.020688951410165,0.06069681373776707,0.0684866390469188,0.11667337649208295,0.38561859481872435,0.0,1.0,53,3,0,0,True,True,True,True,True,True,True,True,0.5164276250936046,8.077693331055492,0.007340032000001884
equity|1|hue|0|1.0|0.5|0.25,ok,1,hue,0,1.0,0.5,0.25,58,14,3,3,0.10279299275730652,0.06511409207653296,0.06497654406071637,0.159961523541247,0.8503074038224057,2.843548614219949,11.98266998189707,0.3333333333333333,0.5164276250936046,0.023405820023531584,0.0,0.11667337649208295,0.0,17.020688951410165,0.06069681373776707,0.0684866390469188,0.11667337649208295,0.38561859481872435,0.0,1.0,65,3,0,0,True,True,True,True,True,True,True,True,0.5164276250936046,8.077693331055492,0.005030954999938331
equity|1|hue|0|1.0|0.5|0.5,ok,1,hue,0,1.0,0.5,0.5,56,14,3,3,0.10279299275730652,0.06511409207653296,0.06497654406071637,0.159961523541247,0.8503074038224057,2.843548614219949,11.98266998189707,0.3333333333333333,0.5164276250936046,0.023405820023531584,0.0,0.11667337649208295,0.0,17.020688951410165,0.06069681373776707,0.0684866390469188,0.11667337649208295,0.38561859481872435,0.0,1.0,63,3,0,0,True,True,True,True,True,True,True,True,0.5164276250936046,8.077693331055492,0.004884113000116486
equity|1|hue|0|1.0|0.5|1.0,ok,1,hue,0,1.0,0.5,1.0,43,14,3,3,0.10279299275730652,0.06511409207653296,0.06497654406071637,0.159961523541247,0.8503074038224057,2.843548614219949,11.98266998189707,0.3333333333333333,0.5164276250936046,0.023405820023531584,0.0,0.11667337649208295,0.0,17.020688951410165,0.06069681373776707,0.0684866390469188,0.11667337649208295,0.38561859481872435,0.0,1.0,50,3,0,0,True,True,True,True,True,True,True,True,0.5164276250936046,8.077693331055492,0.004000148999921294
equity|1|hue|0|1.0|1.0|0.25,ok,1,hue,0,1.0,1.0,0.25,58,14,3,3,0.10028989648953827,0.06183119095608075,0.06316056500690993,0.15992229315764817,0.8499977682715905,2.8411669794904726,11.98266998189707,0.3333333333333333,1.1537525067774947,0.06069681373776707,0.0684866390469188,0.11667337649208295,0.0,16.679241280260335,0.06069681373776707,0.0684866390469188,0.11667337649208295,1.0,1.0,1.0,60,3,0,0,True,True,True,True,True,True,True,True,1.1537525067774947,8.077693331055492,0.004717148000054294
